population,asset_class,symbol,horizon_min,n_origins,rung,execution,hurdle_bps,fraction_signed_endpoint_above_hurdle,fraction_future_up_excursion_above_hurdle
"crypto_spot; 0G/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,0G/USD,5,196,1,TT,161.290322580645,0.16326530612244897,0.25
"crypto_spot; ATOM/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,ATOM/USD,15,2,6,MM,24.02883460152161,1.0,1.0
"crypto_spot; ATOM/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,ATOM/USD,15,2,7,TT,44.09701342954486,1.0,1.0
"crypto_spot; ATOM/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,ATOM/USD,15,2,7,MT,32.07055522148616,1.0,1.0
"crypto_spot; ATOM/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,ATOM/USD,15,2,7,MM,20.02002002001957,1.0,1.0
"crypto_spot; ATOM/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,ATOM/USD,15,2,8,TT,40.080160320641326,1.0,1.0
"crypto_spot; ATOM/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,ATOM/USD,15,2,8,MT,28.05611222444826,1.0,1.0
"crypto_spot; ATOM/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,ATOM/USD,15,2,8,MM,16.012810248198228,1.0,1.0
"crypto_spot; ATOM/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,ATOM/USD,15,2,9,TT,36.06491685033131,1.0,1.0
"crypto_spot; ATOM/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,ATOM/USD,15,2,9,MT,24.043277900220872,1.0,1.0
"crypto_spot; ATOM/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,ATOM/USD,15,2,9,MM,12.007204322592724,1.0,1.0
"crypto_spot; ATOM/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,ATOM/USD,15,2,10,TT,30.04506760140302,1.0,1.0
"crypto_spot; ATOM/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,ATOM/USD,15,2,10,MT,19.028542814221172,1.0,1.0
"crypto_spot; ATOM/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,ATOM/USD,15,2,10,MM,8.003201280510908,1.0,1.0
"crypto_spot; ATOM/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,ATOM/USD,15,2,11,TT,24.02883460152161,1.0,1.0
"crypto_spot; ATOM/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,ATOM/USD,15,2,11,MT,14.016820184221679,1.0,1.0
"crypto_spot; ATOM/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,ATOM/USD,15,2,11,MM,4.000800160031126,1.0,1.0
"crypto_spot; ATOM/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,ATOM/USD,15,2,12,TT,20.02002002001957,1.0,1.0
"crypto_spot; ATOM/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,ATOM/USD,15,2,12,MT,10.010010010010895,1.0,1.0
"crypto_spot; ATOM/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,ATOM/USD,15,2,12,MM,0.0,1.0,1.0
"crypto_spot; ATOM/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,ATOM/USD,15,2,13,TT,18.01621459313285,1.0,1.0
"crypto_spot; ATOM/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,ATOM/USD,15,2,13,MT,9.008107296566426,1.0,1.0
"crypto_spot; ATOM/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,ATOM/USD,15,2,13,MM,0.0,1.0,1.0
"crypto_spot; ATOM/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,ATOM/USD,15,2,14,TT,16.012810248198228,1.0,1.0
"crypto_spot; ATOM/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,ATOM/USD,15,2,14,MT,8.006405124099114,1.0,1.0
"crypto_spot; ATOM/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,ATOM/USD,15,2,14,MM,0.0,1.0,1.0
"crypto_spot; ATOM/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,ATOM/USD,15,2,15,TT,14.009806864805352,1.0,1.0
"crypto_spot; ATOM/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,ATOM/USD,15,2,15,MT,7.004903432403786,1.0,1.0
"crypto_spot; ATOM/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,ATOM/USD,15,2,15,MM,0.0,1.0,1.0
"crypto_spot; ATOM/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,ATOM/USD,15,2,16,TT,12.007204322592724,1.0,1.0
"crypto_spot; ATOM/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,ATOM/USD,15,2,16,MT,6.003602161297472,1.0,1.0
"crypto_spot; ATOM/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,ATOM/USD,15,2,16,MM,0.0,1.0,1.0
"crypto_spot; ATOM/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,ATOM/USD,15,2,17,TT,10.005002501249916,1.0,1.0
"crypto_spot; ATOM/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,ATOM/USD,15,2,17,MT,5.0025012506238475,1.0,1.0
"crypto_spot; ATOM/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,ATOM/USD,15,2,17,MM,0.0,1.0,1.0
"crypto_spot; AUCTION/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,AUCTION/USD,5,3,1,TT,161.290322580645,0.0,0.0
"crypto_spot; AUCTION/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,AUCTION/USD,5,3,1,MT,120.96774193548487,0.0,0.0
"crypto_spot; AUCTION/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,AUCTION/USD,5,3,1,MM,80.32128514056325,0.0,0.0
"crypto_spot; AUCTION/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,AUCTION/USD,5,3,2,TT,120.72434607645954,0.0,0.0
"crypto_spot; AUCTION/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,AUCTION/USD,5,3,2,MT,90.54325955734299,0.0,0.0
"crypto_spot; AUCTION/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,AUCTION/USD,5,3,2,MM,60.18054162487463,0.0,0.0
"crypto_spot; AUCTION/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,AUCTION/USD,5,3,3,TT,76.28990162618088,0.0,0.0
"crypto_spot; AUCTION/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,AUCTION/USD,5,3,3,MT,60.22886970487917,0.0,0.0
"crypto_spot; AUCTION/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,AUCTION/USD,5,3,3,MM,44.09701342954486,0.0,0.0
"crypto_spot; AUCTION/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,AUCTION/USD,5,3,4,TT,70.2458605117906,0.0,0.0
"crypto_spot; AUCTION/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,AUCTION/USD,5,3,4,MT,55.19317611640595,0.0,0.0
"crypto_spot; AUCTION/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,AUCTION/USD,5,3,4,MM,40.080160320641326,0.0,0.0
"crypto_spot; AUCTION/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,AUCTION/USD,5,3,5,TT,60.18054162487463,0.0,0.0
"crypto_spot; AUCTION/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,AUCTION/USD,5,3,5,MT,45.13540621865708,0.0,0.0
"crypto_spot; AUCTION/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,AUCTION/USD,5,3,5,MM,30.04506760140302,0.0,0.6666666666666666
"crypto_spot; AUCTION/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,AUCTION/USD,5,3,6,TT,50.12531328320691,0.0,0.0
"crypto_spot; AUCTION/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,AUCTION/USD,5,3,6,MT,37.09273182957329,0.0,0.0
"crypto_spot; AUCTION/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,AUCTION/USD,5,3,6,MM,24.02883460152161,0.3333333333333333,0.6666666666666666
"crypto_spot; AUCTION/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,AUCTION/USD,5,3,7,TT,44.09701342954486,0.0,0.0
"crypto_spot; AUCTION/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,AUCTION/USD,5,3,7,MT,32.07055522148616,0.0,0.0
"crypto_spot; AUCTION/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,AUCTION/USD,5,3,7,MM,20.02002002001957,0.3333333333333333,0.6666666666666666
"crypto_spot; AUCTION/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,AUCTION/USD,5,3,8,TT,40.080160320641326,0.0,0.0
"crypto_spot; AUCTION/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,AUCTION/USD,5,3,8,MT,28.05611222444826,0.0,0.6666666666666666
"crypto_spot; AUCTION/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,AUCTION/USD,5,3,8,MM,16.012810248198228,0.3333333333333333,0.6666666666666666
"crypto_spot; AUCTION/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,AUCTION/USD,5,3,9,TT,36.06491685033131,0.0,0.0
"crypto_spot; AUCTION/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,AUCTION/USD,5,3,9,MT,24.043277900220872,0.3333333333333333,0.6666666666666666
"crypto_spot; AUCTION/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,AUCTION/USD,5,3,9,MM,12.007204322592724,0.6666666666666666,0.6666666666666666
"crypto_spot; AUCTION/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,AUCTION/USD,5,3,10,TT,30.04506760140302,0.0,0.6666666666666666
"crypto_spot; AUCTION/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,AUCTION/USD,5,3,10,MT,19.028542814221172,0.3333333333333333,0.6666666666666666
"crypto_spot; AUCTION/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,AUCTION/USD,5,3,10,MM,8.003201280510908,0.6666666666666666,0.6666666666666666
"crypto_spot; AUCTION/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,AUCTION/USD,5,3,11,TT,24.02883460152161,0.3333333333333333,0.6666666666666666
"crypto_spot; AUCTION/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,AUCTION/USD,5,3,11,MT,14.016820184221679,0.6666666666666666,0.6666666666666666
"crypto_spot; AUCTION/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,AUCTION/USD,5,3,11,MM,4.000800160031126,1.0,1.0
"crypto_spot; AUCTION/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,AUCTION/USD,5,3,12,TT,20.02002002001957,0.3333333333333333,0.6666666666666666
"crypto_spot; AUCTION/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,AUCTION/USD,5,3,12,MT,10.010010010010895,0.6666666666666666,0.6666666666666666
"crypto_spot; AUCTION/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,AUCTION/USD,5,3,12,MM,0.0,1.0,1.0
"crypto_spot; AUCTION/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,AUCTION/USD,5,3,13,TT,18.01621459313285,0.3333333333333333,0.6666666666666666
"crypto_spot; AUCTION/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,AUCTION/USD,5,3,13,MT,9.008107296566426,0.6666666666666666,0.6666666666666666
"crypto_spot; AUCTION/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,AUCTION/USD,5,3,13,MM,0.0,1.0,1.0
"crypto_spot; AUCTION/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,AUCTION/USD,5,3,14,TT,16.012810248198228,0.3333333333333333,0.6666666666666666
"crypto_spot; AUCTION/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,AUCTION/USD,5,3,14,MT,8.006405124099114,0.6666666666666666,0.6666666666666666
"crypto_spot; AUCTION/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,AUCTION/USD,5,3,14,MM,0.0,1.0,1.0
"crypto_spot; AUCTION/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,AUCTION/USD,5,3,15,TT,14.009806864805352,0.6666666666666666,0.6666666666666666
"crypto_spot; AUCTION/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,AUCTION/USD,5,3,15,MT,7.004903432403786,0.6666666666666666,0.6666666666666666
"crypto_spot; AUCTION/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,AUCTION/USD,5,3,15,MM,0.0,1.0,1.0
"crypto_spot; AUCTION/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,AUCTION/USD,5,3,16,TT,12.007204322592724,0.6666666666666666,0.6666666666666666
"crypto_spot; AUCTION/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,AUCTION/USD,5,3,16,MT,6.003602161297472,0.6666666666666666,0.6666666666666666
"crypto_spot; AUCTION/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,AUCTION/USD,5,3,16,MM,0.0,1.0,1.0
"crypto_spot; AUCTION/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,AUCTION/USD,5,3,17,TT,10.005002501249916,0.6666666666666666,0.6666666666666666
"crypto_spot; AUCTION/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,AUCTION/USD,5,3,17,MT,5.0025012506238475,1.0,1.0
"crypto_spot; AUCTION/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,AUCTION/USD,5,3,17,MM,0.0,1.0,1.0
"crypto_spot; AUSD/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,AUSD/USD,5,13,1,TT,161.290322580645,0.0,0.0
"crypto_spot; AUSD/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,AUSD/USD,5,13,1,MT,120.96774193548487,0.0,0.0
"crypto_spot; AUSD/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,AUSD/USD,5,13,1,MM,80.32128514056325,0.0,0.0
"crypto_spot; AUSD/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,AUSD/USD,5,13,2,TT,120.72434607645954,0.0,0.0
"crypto_spot; AUSD/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,AUSD/USD,5,13,2,MT,90.54325955734299,0.0,0.0
"crypto_spot; AUSD/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,AUSD/USD,5,13,2,MM,60.18054162487463,0.0,0.0
"crypto_spot; AUSD/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,AUSD/USD,5,13,3,TT,76.28990162618088,0.0,0.0
"crypto_spot; AUSD/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,AUSD/USD,5,13,3,MT,60.22886970487917,0.0,0.0
"crypto_spot; AUSD/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,AUSD/USD,5,13,3,MM,44.09701342954486,0.0,0.0
"crypto_spot; AUSD/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,AUSD/USD,5,13,4,TT,70.2458605117906,0.0,0.0
"crypto_spot; AUSD/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,AUSD/USD,5,13,4,MT,55.19317611640595,0.0,0.0
"crypto_spot; AUSD/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,AUSD/USD,5,13,4,MM,40.080160320641326,0.0,0.0
"crypto_spot; AUSD/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,AUSD/USD,5,13,5,TT,60.18054162487463,0.0,0.0
"crypto_spot; AUSD/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,AUSD/USD,5,13,5,MT,45.13540621865708,0.0,0.0
"crypto_spot; AUSD/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,AUSD/USD,5,13,5,MM,30.04506760140302,0.0,0.0
"crypto_spot; AUSD/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,AUSD/USD,5,13,6,TT,50.12531328320691,0.0,0.0
"crypto_spot; AUSD/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,AUSD/USD,5,13,6,MT,37.09273182957329,0.0,0.0
"crypto_spot; AUSD/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,AUSD/USD,5,13,6,MM,24.02883460152161,0.0,0.0
"crypto_spot; AUSD/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,AUSD/USD,5,13,7,TT,44.09701342954486,0.0,0.0
"crypto_spot; AUSD/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,AUSD/USD,5,13,7,MT,32.07055522148616,0.0,0.0
"crypto_spot; AUSD/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,AUSD/USD,5,13,7,MM,20.02002002001957,0.0,0.0
"crypto_spot; AUSD/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,AUSD/USD,5,13,8,TT,40.080160320641326,0.0,0.0
"crypto_spot; AUSD/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,AUSD/USD,5,13,8,MT,28.05611222444826,0.0,0.0
"crypto_spot; AUSD/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,AUSD/USD,5,13,8,MM,16.012810248198228,0.0,0.0
"crypto_spot; AUSD/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,AUSD/USD,5,13,9,TT,36.06491685033131,0.0,0.0
"crypto_spot; AUSD/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,AUSD/USD,5,13,9,MT,24.043277900220872,0.0,0.0
"crypto_spot; AUSD/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,AUSD/USD,5,13,9,MM,12.007204322592724,0.0,0.0
"crypto_spot; AUSD/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,AUSD/USD,5,13,10,TT,30.04506760140302,0.0,0.0
"crypto_spot; AUSD/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",crypto_spot,AUSD/USD,5,13,10,MT,19.028542814221172,0.0,0.0
