population,asset_class,symbol,horizon_min,n_origins,rung,execution,hurdle_bps,fraction_signed_endpoint_above_hurdle,fraction_future_up_excursion_above_hurdle
"xstock_spot; A/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,A/USD,5,610,1,TT,20.02002002001957,0.12622950819672132,0.20163934426229507
"xstock_spot; DTE/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,DTE/USD,15,30,1,TT,20.02002002001957,0.1,0.1
"xstock_spot; DTE/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,DTE/USD,15,30,1,MT,8.00800800800916,0.2,0.3
"xstock_spot; DTE/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,DTE/USD,15,30,1,MM,-3.9992001599675753,0.43333333333333335,1.0
"xstock_spot; DTE/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,DTE/USD,15,30,2,TT,16.012810248198228,0.1,0.13333333333333333
"xstock_spot; DTE/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,DTE/USD,15,30,2,MT,6.004803843076001,0.23333333333333334,0.36666666666666664
"xstock_spot; DTE/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,DTE/USD,15,30,2,MM,-3.9992001599675753,0.43333333333333335,1.0
"xstock_spot; DUK/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,DUK/USD,5,1078,1,TT,20.02002002001957,0.02411873840445269,0.045454545454545456
"xstock_spot; DUK/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,DUK/USD,5,1078,1,MT,8.00800800800916,0.16419294990723562,0.26437847866419295
"xstock_spot; DUK/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,DUK/USD,5,1078,1,MM,-3.9992001599675753,0.6660482374768089,0.9879406307977736
"xstock_spot; DUK/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,DUK/USD,5,1078,2,TT,16.012810248198228,0.04081632653061224,0.07142857142857142
"xstock_spot; DUK/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,DUK/USD,5,1078,2,MT,6.004803843076001,0.19944341372912802,0.349721706864564
"xstock_spot; DUK/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,DUK/USD,5,1078,2,MM,-3.9992001599675753,0.6660482374768089,0.9879406307977736
"xstock_spot; DUK/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,DUK/USD,15,675,1,TT,20.02002002001957,0.08296296296296296,0.15555555555555556
"xstock_spot; DUK/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,DUK/USD,15,675,1,MT,8.00800800800916,0.2222222222222222,0.44
"xstock_spot; DUK/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,DUK/USD,15,675,1,MM,-3.9992001599675753,0.5392592592592592,0.9925925925925926
"xstock_spot; DUK/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,DUK/USD,15,675,2,TT,16.012810248198228,0.11555555555555555,0.2
"xstock_spot; DUK/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,DUK/USD,15,675,2,MT,6.004803843076001,0.2577777777777778,0.5096296296296297
"xstock_spot; DUK/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,DUK/USD,15,675,2,MM,-3.9992001599675753,0.5392592592592592,0.9925925925925926
"xstock_spot; DUK/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,DUK/USD,60,149,1,TT,20.02002002001957,0.3691275167785235,0.5503355704697986
"xstock_spot; DUK/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,DUK/USD,60,149,1,MT,8.00800800800916,0.5436241610738255,0.6510067114093959
"xstock_spot; DUK/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,DUK/USD,60,149,1,MM,-3.9992001599675753,0.6442953020134228,1.0
"xstock_spot; DUK/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,DUK/USD,60,149,2,TT,16.012810248198228,0.4228187919463087,0.5637583892617449
"xstock_spot; DUK/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,DUK/USD,60,149,2,MT,6.004803843076001,0.5637583892617449,0.6644295302013423
"xstock_spot; DUK/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,DUK/USD,60,149,2,MM,-3.9992001599675753,0.6442953020134228,1.0
"xstock_spot; DUOL/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,DUOL/USD,5,131,1,TT,20.02002002001957,0.35877862595419846,0.5725190839694656
"xstock_spot; DUOL/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,DUOL/USD,5,131,1,MT,8.00800800800916,0.48854961832061067,0.7404580152671756
"xstock_spot; DUOL/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,DUOL/USD,5,131,1,MM,-3.9992001599675753,0.5877862595419847,0.9236641221374046
"xstock_spot; DUOL/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,DUOL/USD,5,131,2,TT,16.012810248198228,0.3893129770992366,0.6335877862595419
"xstock_spot; DUOL/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,DUOL/USD,5,131,2,MT,6.004803843076001,0.5114503816793893,0.7938931297709924
"xstock_spot; DUOL/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,DUOL/USD,5,131,2,MM,-3.9992001599675753,0.5877862595419847,0.9236641221374046
"xstock_spot; DUOL/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,DUOL/USD,15,32,1,TT,20.02002002001957,0.28125,0.875
"xstock_spot; DUOL/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,DUOL/USD,15,32,1,MT,8.00800800800916,0.3125,0.875
"xstock_spot; DUOL/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,DUOL/USD,15,32,1,MM,-3.9992001599675753,0.40625,0.9375
"xstock_spot; DUOL/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,DUOL/USD,15,32,2,TT,16.012810248198228,0.28125,0.875
"xstock_spot; DUOL/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,DUOL/USD,15,32,2,MT,6.004803843076001,0.3125,0.875
"xstock_spot; DUOL/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,DUOL/USD,15,32,2,MM,-3.9992001599675753,0.40625,0.9375
"xstock_spot; DVN/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,DVN/USD,5,1540,1,TT,20.02002002001957,0.07272727272727272,0.1292207792207792
"xstock_spot; DVN/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,DVN/USD,5,1540,1,MT,8.00800800800916,0.2707792207792208,0.4707792207792208
"xstock_spot; DVN/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,DVN/USD,5,1540,1,MM,-3.9992001599675753,0.638961038961039,0.9948051948051948
"xstock_spot; DVN/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,DVN/USD,5,1540,2,TT,16.012810248198228,0.11168831168831168,0.21363636363636362
"xstock_spot; DVN/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,DVN/USD,5,1540,2,MT,6.004803843076001,0.33051948051948055,0.5753246753246753
"xstock_spot; DVN/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,DVN/USD,5,1540,2,MM,-3.9992001599675753,0.638961038961039,0.9948051948051948
"xstock_spot; DVN/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,DVN/USD,15,1490,1,TT,20.02002002001957,0.20738255033557046,0.35570469798657717
"xstock_spot; DVN/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,DVN/USD,15,1490,1,MT,8.00800800800916,0.37583892617449666,0.6691275167785234
"xstock_spot; DVN/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,DVN/USD,15,1490,1,MM,-3.9992001599675753,0.5523489932885906,0.9959731543624161
"xstock_spot; DVN/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,DVN/USD,15,1490,2,TT,16.012810248198228,0.25973154362416107,0.4342281879194631
"xstock_spot; DVN/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,DVN/USD,15,1490,2,MT,6.004803843076001,0.4120805369127517,0.7395973154362416
"xstock_spot; DVN/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,DVN/USD,15,1490,2,MM,-3.9992001599675753,0.5523489932885906,0.9959731543624161
"xstock_spot; DVN/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,DVN/USD,60,1265,1,TT,20.02002002001957,0.3841897233201581,0.6940711462450593
"xstock_spot; DVN/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,DVN/USD,60,1265,1,MT,8.00800800800916,0.48774703557312254,0.8758893280632412
"xstock_spot; DVN/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,DVN/USD,60,1265,1,MM,-3.9992001599675753,0.6363636363636364,0.9984189723320158
"xstock_spot; DVN/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,DVN/USD,60,1265,2,TT,16.012810248198228,0.4189723320158103,0.7573122529644268
"xstock_spot; DVN/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,DVN/USD,60,1265,2,MT,6.004803843076001,0.5138339920948617,0.9035573122529644
"xstock_spot; DVN/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,DVN/USD,60,1265,2,MM,-3.9992001599675753,0.6363636363636364,0.9984189723320158
"xstock_spot; DVN/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,DVN/USD,240,503,1,TT,20.02002002001957,0.658051689860835,0.8986083499005965
"xstock_spot; DVN/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,DVN/USD,240,503,1,MT,8.00800800800916,0.6918489065606361,0.952286282306163
"xstock_spot; DVN/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,DVN/USD,240,503,1,MM,-3.9992001599675753,0.7236580516898609,1.0
"xstock_spot; DVN/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,DVN/USD,240,503,2,TT,16.012810248198228,0.6699801192842942,0.9105367793240556
"xstock_spot; DVN/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,DVN/USD,240,503,2,MT,6.004803843076001,0.6978131212723658,0.9562624254473161
"xstock_spot; DVN/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,DVN/USD,240,503,2,MM,-3.9992001599675753,0.7236580516898609,1.0
"xstock_spot; DXCM/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,DXCM/USD,5,457,1,TT,20.02002002001957,0.05032822757111598,0.09409190371991247
"xstock_spot; DXCM/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,DXCM/USD,5,457,1,MT,8.00800800800916,0.20568927789934355,0.36323851203501095
"xstock_spot; DXCM/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,DXCM/USD,5,457,1,MM,-3.9992001599675753,0.5536105032822757,0.9431072210065645
"xstock_spot; DXCM/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,DXCM/USD,5,457,2,TT,16.012810248198228,0.08533916849015317,0.16192560175054704
"xstock_spot; DXCM/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,DXCM/USD,5,457,2,MT,6.004803843076001,0.25820568927789933,0.44638949671772427
"xstock_spot; DXCM/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,DXCM/USD,5,457,2,MM,-3.9992001599675753,0.5536105032822757,0.9431072210065645
"xstock_spot; DXCM/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,DXCM/USD,15,197,1,TT,20.02002002001957,0.09644670050761421,0.233502538071066
"xstock_spot; DXCM/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,DXCM/USD,15,197,1,MT,8.00800800800916,0.26903553299492383,0.5279187817258884
"xstock_spot; DXCM/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,DXCM/USD,15,197,1,MM,-3.9992001599675753,0.48223350253807107,0.9593908629441624
"xstock_spot; DXCM/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,DXCM/USD,15,197,2,TT,16.012810248198228,0.13705583756345177,0.3401015228426396
"xstock_spot; DXCM/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,DXCM/USD,15,197,2,MT,6.004803843076001,0.3147208121827411,0.6142131979695431
"xstock_spot; DXCM/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,DXCM/USD,15,197,2,MM,-3.9992001599675753,0.48223350253807107,0.9593908629441624
"xstock_spot; EBAY/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,EBAY/USD,5,918,1,TT,20.02002002001957,0.0915032679738562,0.1840958605664488
"xstock_spot; EBAY/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,EBAY/USD,5,918,1,MT,8.00800800800916,0.24509803921568626,0.45751633986928103
"xstock_spot; EBAY/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,EBAY/USD,5,918,1,MM,-3.9992001599675753,0.5697167755991286,0.9640522875816994
"xstock_spot; EBAY/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,EBAY/USD,5,918,2,TT,16.012810248198228,0.13725490196078433,0.25054466230936817
"xstock_spot; EBAY/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,EBAY/USD,5,918,2,MT,6.004803843076001,0.2886710239651416,0.5413943355119826
"xstock_spot; EBAY/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,EBAY/USD,5,918,2,MM,-3.9992001599675753,0.5697167755991286,0.9640522875816994
"xstock_spot; EBAY/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,EBAY/USD,15,483,1,TT,20.02002002001957,0.16977225672877846,0.3995859213250518
"xstock_spot; EBAY/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,EBAY/USD,15,483,1,MT,8.00800800800916,0.3064182194616977,0.6563146997929606
"xstock_spot; EBAY/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,EBAY/USD,15,483,1,MM,-3.9992001599675753,0.5134575569358178,0.9751552795031055
"xstock_spot; EBAY/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,EBAY/USD,15,483,2,TT,16.012810248198228,0.20082815734989648,0.4803312629399586
"xstock_spot; EBAY/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,EBAY/USD,15,483,2,MT,6.004803843076001,0.34368530020703936,0.7122153209109731
"xstock_spot; EBAY/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,EBAY/USD,15,483,2,MM,-3.9992001599675753,0.5134575569358178,0.9751552795031055
"xstock_spot; EBAY/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,EBAY/USD,60,90,1,TT,20.02002002001957,0.12222222222222222,0.5444444444444444
"xstock_spot; EBAY/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,EBAY/USD,60,90,1,MT,8.00800800800916,0.17777777777777778,0.7444444444444445
"xstock_spot; EBAY/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,EBAY/USD,60,90,1,MM,-3.9992001599675753,0.2111111111111111,0.9777777777777777
"xstock_spot; EBAY/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,EBAY/USD,60,90,2,TT,16.012810248198228,0.15555555555555556,0.6222222222222222
"xstock_spot; EBAY/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,EBAY/USD,60,90,2,MT,6.004803843076001,0.17777777777777778,0.7888888888888889
"xstock_spot; EBAY/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,EBAY/USD,60,90,2,MM,-3.9992001599675753,0.2111111111111111,0.9777777777777777
"xstock_spot; ECL/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ECL/USD,5,686,1,TT,20.02002002001957,0.03935860058309038,0.0597667638483965
"xstock_spot; ECL/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ECL/USD,5,686,1,MT,8.00800800800916,0.17201166180758018,0.28717201166180756
"xstock_spot; ECL/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ECL/USD,5,686,1,MM,-3.9992001599675753,0.6384839650145773,0.9723032069970845
"xstock_spot; ECL/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ECL/USD,5,686,2,TT,16.012810248198228,0.05539358600583091,0.10204081632653061
"xstock_spot; ECL/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ECL/USD,5,686,2,MT,6.004803843076001,0.2259475218658892,0.3819241982507289
"xstock_spot; ECL/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ECL/USD,5,686,2,MM,-3.9992001599675753,0.6384839650145773,0.9723032069970845
"xstock_spot; ECL/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ECL/USD,15,275,1,TT,20.02002002001957,0.04,0.12
"xstock_spot; ECL/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ECL/USD,15,275,1,MT,8.00800800800916,0.20727272727272728,0.4727272727272727
"xstock_spot; ECL/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ECL/USD,15,275,1,MM,-3.9992001599675753,0.49454545454545457,0.9745454545454545
"xstock_spot; ECL/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ECL/USD,15,275,2,TT,16.012810248198228,0.07272727272727272,0.2109090909090909
"xstock_spot; ECL/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ECL/USD,15,275,2,MT,6.004803843076001,0.2690909090909091,0.5672727272727273
"xstock_spot; ECL/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ECL/USD,15,275,2,MM,-3.9992001599675753,0.49454545454545457,0.9745454545454545
"xstock_spot; ECL/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ECL/USD,60,24,1,TT,20.02002002001957,0.0,0.6666666666666666
"xstock_spot; ECL/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ECL/USD,60,24,1,MT,8.00800800800916,0.2916666666666667,0.7916666666666666
"xstock_spot; ECL/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ECL/USD,60,24,1,MM,-3.9992001599675753,0.5833333333333334,1.0
"xstock_spot; ECL/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ECL/USD,60,24,2,TT,16.012810248198228,0.0,0.6666666666666666
"xstock_spot; ECL/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ECL/USD,60,24,2,MT,6.004803843076001,0.3333333333333333,0.7916666666666666
"xstock_spot; ECL/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ECL/USD,60,24,2,MM,-3.9992001599675753,0.5833333333333334,1.0
"xstock_spot; ED/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ED/USD,5,386,1,TT,20.02002002001957,0.06735751295336788,0.09585492227979274
