population,asset_class,symbol,rows,valid_spreads,first,last,span_s,observed_rows_per_hour_span,spread_bps_p10,spread_bps_p50,spread_bps_p90,spread_bps_p95,spread_bps_p99,receipt_gap_s_p10,receipt_gap_s_p50,receipt_gap_s_p90,receipt_gap_s_p95,receipt_gap_s_p99,typical_1m_range_bps_same_archive_window,fraction_spread_ge_half_typical_range,fraction_spread_ge_typical_range,observed_quote_lattice_gcd,minimum_observed_price_separation,distinct_valid_side_prices
crypto_spot; archived observations; 2026-09-03T09:13:45.747000+00:00 to 2026-09-06T09:13:36.257000+00:00,crypto_spot,SOL/USD,32819,32819,2026-09-03T09:13:45.747000+00:00,2026-09-06T09:13:36.257000+00:00,259190.51,455.83613381523884,0.9525170262409778,0.9772782799907272,1.960399921583613,1.988486663995822,3.883020399935045,4.347,6.471,13.242,16.323449999999994,24.346469999999982,5.829204313611412,0.02702702702702703,0.001828209269020994,0.01,0.01,710
crypto_spot; archived observations; 2026-09-03T09:14:15.174000+00:00 to 2026-09-06T09:11:58.383000+00:00,crypto_spot,SOL/USDC,4144,4144,2026-09-03T09:14:15.174000+00:00,2026-09-06T09:11:58.383000+00:00,259063.209,57.58594613872786,0.972961410358728,2.944496245767398,5.8699873110973915,6.909724458644022,13.036652218418304,5.9270000000000005,29.09,161.0094,238.6476999999997,415.8256399999999,0.9851731465710329,1.0,0.8646235521235521,0.01,0.01,695
crypto_spot; archived observations; 2026-09-03T09:15:43.119000+00:00 to 2026-09-06T09:12:00.943000+00:00,crypto_spot,SOL/USDT,4550,4550,2026-09-03T09:15:43.119000+00:00,2026-09-06T09:12:00.943000+00:00,258977.824,63.248658695966185,0.9590946146828663,1.9210450485073702,4.802428111638618,5.714829983808198,7.904038647488448,6.258,27.615,139.84600000000003,204.67259999999936,402.77579999999807,0.9762764814986726,1.0,0.7283516483516483,0.01,0.01,692
crypto_spot; archived observations; 2026-09-03T19:28:50.436000+00:00 to 2026-09-06T09:12:55.063000+00:00,crypto_spot,SOLV/USD,316,316,2026-09-03T19:28:50.436000+00:00,2026-09-06T09:12:55.063000+00:00,222244.627,5.118683926608493,32.46830255608829,65.78947368421069,158.75346028017825,245.77747481632926,600.4699263271631,10.7848,100.595,2039.8596000000005,3384.764,7093.724440000024,0.0,,,1e-05,1e-05,106
crypto_spot; archived observations; 2026-09-03T09:14:53.396000+00:00 to 2026-09-06T09:09:13.437000+00:00,crypto_spot,SOMI/USD,382,382,2026-09-03T09:14:53.396000+00:00,2026-09-06T09:09:13.437000+00:00,258860.041,5.312523302891696,8.85347498893341,18.124243454496103,32.76287532179949,38.556485680849036,51.15220005659338,31.177,360.513,1567.095,2434.18,4661.29659999999,0.0,,,0.0001,0.0001,195
crypto_spot; archived observations; 2026-09-03T09:19:34.130000+00:00 to 2026-09-06T08:42:14.031000+00:00,crypto_spot,SPACE/USD,197,197,2026-09-03T09:19:34.130000+00:00,2026-09-06T08:42:14.031000+00:00,256959.901,2.7599637034418065,9.567083659472095,25.502697400686593,59.824608056716585,74.60690579603016,188.12936780987255,20.945,478.67499999999995,2357.0995000000003,2858.92225,5887.269400000018,0.0,,,1e-06,1e-06,215
crypto_spot; archived observations; 2026-09-03T09:20:12.604000+00:00 to 2026-09-06T09:13:31.493000+00:00,crypto_spot,SPK/USD,1836,1836,2026-09-03T09:20:12.604000+00:00,2026-09-06T09:13:31.493000+00:00,258798.889,25.539522312246092,14.1760027438504,22.538977732570196,62.81664892169662,75.50630341521114,122.27564058238161,5.7446,22.546,349.02120000000025,674.1269999999994,1832.6260200000042,2.435578937114098,0.9907407407407407,0.9820261437908496,1e-06,1e-06,2184
crypto_spot; archived observations; 2026-09-03T09:15:23.097000+00:00 to 2026-09-06T09:10:59.761000+00:00,crypto_spot,SPX/USD,4423,4423,2026-09-03T09:15:23.097000+00:00,2026-09-06T09:10:59.761000+00:00,258936.664,61.49302981674314,6.599135771970082,11.789473684209227,23.42939426798509,30.71501433039247,60.09345423707708,5.4551,27.665,152.61470000000003,218.19474999999994,405.81669,3.3858134416789905,0.971738638932851,0.950486095410355,0.0001,0.0001,1224
crypto_spot; archived observations; 2026-09-04T19:27:07.334000+00:00 to 2026-09-05T07:47:44.305000+00:00,crypto_spot,SSV/USD,12,12,2026-09-04T19:27:07.334000+00:00,2026-09-05T07:47:44.305000+00:00,44436.971,0.9721634717181782,53.77675044261613,73.73019340258938,82.61561090907662,84.64309313366971,86.2887712190694,927.422,2573.413,9518.345,9606.7,9677.384,0.0,,,0.001,0.001,21
crypto_spot; archived observations; 2026-09-03T09:30:24.980000+00:00 to 2026-09-06T08:26:48.159000+00:00,crypto_spot,STABLE/USD,494,494,2026-09-03T09:30:24.980000+00:00,2026-09-06T08:26:48.159000+00:00,255383.179,6.963653624187989,10.201661593505877,24.001396902343988,35.41954543766831,43.90586139930626,51.9786893606125,11.8306,210.62,1320.1306000000004,1868.1481999999974,3353.357199999981,0.0,,,1e-05,1e-05,157
crypto_spot; archived observations; 2026-09-03T09:23:27.102000+00:00 to 2026-09-06T09:13:24.570000+00:00,crypto_spot,STBL/USD,1055,1055,2026-09-03T09:23:27.102000+00:00,2026-09-06T09:13:24.570000+00:00,258597.468,14.68691874430882,13.361299976400167,23.487962419260533,40.75269184550171,52.76987831932099,97.50034168489597,7.811900000000001,84.685,626.8335000000001,965.1355499999977,2150.6206500000003,0.0,,,1e-06,1e-06,921
crypto_spot; archived observations; 2026-09-03T09:24:59.529000+00:00 to 2026-09-06T09:06:13.016000+00:00,crypto_spot,STG/USD,386,386,2026-09-03T09:24:59.529000+00:00,2026-09-06T09:06:13.016000+00:00,258073.487,5.384512822892186,11.716461628588501,17.867780024109777,30.175633294486254,35.85841942635191,59.595844192682286,21.848800000000004,352.6,1737.0046000000007,2351.8961999999983,4028.379759999999,0.0,,,0.0001,0.0001,73
crypto_spot; archived observations; 2026-09-03T09:28:30.461000+00:00 to 2026-09-06T09:11:59.965000+00:00,crypto_spot,STORJ/USD,241,241,2026-09-03T09:28:30.461000+00:00,2026-09-06T09:11:59.965000+00:00,258209.504,3.3600622229613983,91.32420091324282,202.4746906636666,445.1561248999185,557.6148267526196,806.7312609768811,12.878100000000002,356.6095,3043.8525999999997,5056.627299999997,8604.651759999972,0.0,,,1e-05,1e-05,212
crypto_spot; archived observations; 2026-09-03T09:15:00.365000+00:00 to 2026-09-06T09:13:21.810000+00:00,crypto_spot,STRK/USD,2142,2142,2026-09-03T09:15:00.365000+00:00,2026-09-06T09:13:21.810000+00:00,259101.445,29.761316074481947,3.8411308799373836,10.432968179446627,18.61781375623213,23.08250393896972,35.58984216916212,7.243,47.704,273.729,458.264,1213.6051999999981,3.226328925873309,1.0,0.9897292250233427,1e-05,1e-05,634
crypto_spot; archived observations; 2026-09-03T09:15:11.600000+00:00 to 2026-09-06T09:11:11.256000+00:00,crypto_spot,STX/USD,2014,2014,2026-09-03T09:15:11.600000+00:00,2026-09-06T09:11:11.256000+00:00,258959.656,27.9981836244021,3.784295175023235,10.919017288442838,18.935807612194676,22.81976491831131,34.0295549757553,10.3142,70.222,281.17080000000004,459.13719999999864,882.6495599999993,0.0,,,0.0001,0.0001,229
crypto_spot; archived observations; 2026-09-03T09:14:05.700000+00:00 to 2026-09-06T09:13:32.315000+00:00,crypto_spot,SUI/USD,9838,9838,2026-09-03T09:14:05.700000+00:00,2026-09-06T09:13:32.315000+00:00,259166.615,136.6564902659241,1.2649421288974636,2.538715410003668,5.003314712425264,6.188846569740163,9.047458357231296,5.2936,15.306,60.85799999999998,85.08979999999973,157.85219999999987,5.072923272035656,0.506200447245375,0.08761943484448058,0.0001,0.0001,719
crypto_spot; archived observations; 2026-09-03T18:18:10.436000+00:00 to 2026-09-05T03:15:28.637000+00:00,crypto_spot,SUN/USD,65,65,2026-09-03T18:18:10.436000+00:00,2026-09-05T03:15:28.637000+00:00,118638.201,1.9723832461013127,18.136752694426672,36.51856360316346,146.49044370880966,268.1015946505283,957.5367168719577,44.656000000000006,1035.902,4759.331500000002,6501.778099999999,11086.5311,0.0,,,1e-05,1e-05,32
crypto_spot; archived observations; 2026-09-04T19:27:08.332000+00:00 to 2026-09-06T05:09:50.701000+00:00,crypto_spot,SUP/USD,67,67,2026-09-04T19:27:08.332000+00:00,2026-09-06T05:09:50.701000+00:00,121362.369,1.9874364845333563,153.1914893617022,349.6503496503505,555.7521482617651,585.5296569087618,875.8335902457243,37.7,766.995,5597.031,6495.9875,10283.681849999994,0.0,,,1e-06,1e-06,49
crypto_spot; archived observations; 2026-09-03T10:01:06.028000+00:00 to 2026-09-06T09:00:07.857000+00:00,crypto_spot,SUPER/USD,452,452,2026-09-03T10:01:06.028000+00:00,2026-09-06T09:00:07.857000+00:00,255541.829,6.36764637072391,8.775778850373221,17.667844522967478,34.243645780846215,35.566683379491096,62.606642588388794,10.108,217.281,1768.027,2187.632,3881.428,0.0,,,0.0001,0.0001,114
crypto_spot; archived observations; 2026-09-03T09:30:17.719000+00:00 to 2026-09-06T09:13:18.442000+00:00,crypto_spot,SUSHI/USD,2903,2903,2026-09-03T09:30:17.719000+00:00,2026-09-06T09:13:18.442000+00:00,258180.723,40.47862241055077,4.966476285075192,12.343139271754566,34.4497607655507,48.246371265584074,81.48084581136017,5.401,22.8125,186.2018000000001,405.2433,1103.400139999993,4.964011226624688,1.0,0.9001033413709956,0.0001,0.0001,834
crypto_spot; archived observations; 2026-09-03T09:35:41.633000+00:00 to 2026-09-06T08:20:29.230000+00:00,crypto_spot,SWEAT/USD,296,296,2026-09-03T09:35:41.633000+00:00,2026-09-06T08:20:29.230000+00:00,254687.597,4.183949326751079,30.44140030441309,60.790273556230844,94.19152276295192,125.39184952978022,157.01059345603818,5.0118,111.922,2434.094000000001,3983.9223000000006,8167.92508,30.211480362536857,1.0,0.9797297297297297,1e-06,1e-06,27
crypto_spot; archived observations; 2026-09-03T18:18:10.483000+00:00 to 2026-09-06T08:07:22.190000+00:00,crypto_spot,SWELL/USD,321,321,2026-09-03T18:18:10.483000+00:00,2026-09-06T08:07:22.190000+00:00,222551.707,5.192501174569737,52.287581699346255,79.26023778071382,115.90470057952352,130.37809647979174,181.93822368202805,16.418000000000003,183.5195,1430.2464000000004,2725.0909500000025,5450.070820000004,0.0,,,1e-06,1e-06,58
crypto_spot; archived observations; 2026-09-03T09:52:27.422000+00:00 to 2026-09-06T08:06:23.847000+00:00,crypto_spot,SXT/USD,313,313,2026-09-03T09:52:27.422000+00:00,2026-09-06T08:06:23.847000+00:00,252836.425,4.456636341065177,22.30152094282632,33.879164313945545,45.651687206801654,46.631053278644046,105.01267325413409,13.4555,392.346,2048.8786000000005,3210.044799999999,4602.6530699999985,0.0,,,1e-05,1e-05,69
crypto_spot; archived observations; 2026-09-03T09:16:05.674000+00:00 to 2026-09-06T09:11:00+00:00,crypto_spot,SYN/USD,574,574,2026-09-03T09:16:05.674000+00:00,2026-09-06T09:11:00+00:00,258894.326,7.98163494707103,10.804970286332022,21.645021645022265,32.34501347708838,32.8893364092005,46.84788051981034,13.5914,202.151,1122.6034000000004,1664.7973999999992,3321.1411999999964,0.0,,,0.0001,0.0001,64
crypto_spot; archived observations; 2026-09-03T09:14:21.913000+00:00 to 2026-09-06T09:10:27.163000+00:00,crypto_spot,SYRUP/USD,2452,2452,2026-09-03T09:14:21.913000+00:00,2026-09-06T09:10:27.163000+00:00,258965.25,34.08642665376918,4.99123598608302,12.193376361129015,21.15980623701242,27.505116957897155,48.52181647653034,7.194,46.62,268.638,412.14250000000004,782.9095,1.410768869033729,0.9755301794453507,0.9685970636215334,1e-05,1e-05,2198
crypto_spot; archived observations; 2026-09-03T09:19:04.483000+00:00 to 2026-09-06T08:04:30.436000+00:00,crypto_spot,T/USD,852,852,2026-09-03T09:19:04.483000+00:00,2026-09-06T08:04:30.436000+00:00,254725.953,12.041175875000063,22.75831741003584,65.7174151150047,113.9991412445204,151.7960179984113,274.3581468732061,7.585,60.008,712.624,1289.2235,4037.3995,0.0,,,1e-05,1e-05,92
crypto_spot; archived observations; 2026-09-03T09:14:52.853000+00:00 to 2026-09-06T09:00:41.031000+00:00,crypto_spot,TAC/USD,1225,1225,2026-09-03T09:14:52.853000+00:00,2026-09-06T09:00:41.031000+00:00,258348.178,17.06998684542687,37.07830393067252,82.4473855500105,187.67926805309872,281.3814412998035,580.3857642960594,5.4962,48.432,413.7414,853.333449999996,2901.5262399999956,0.0,,,1e-06,1e-06,623
crypto_spot; archived observations; 2026-09-03T09:14:10.316000+00:00 to 2026-09-06T09:12:20.998000+00:00,crypto_spot,TAO/USD,8765,8765,2026-09-03T09:14:10.316000+00:00,2026-09-06T09:12:20.998000+00:00,259090.682,121.7874751667063,1.3649343863819392,4.103226021015354,7.502820447615191,8.93984354988096,13.903339163217257,5.4693000000000005,18.2835,68.3274,91.36865000000002,158.55880000000005,4.4423998828594655,0.8373074729035939,0.4325156873930405,0.0001,0.0001,15764
crypto_spot; archived observations; 2026-09-03T09:47:47.630000+00:00 to 2026-09-06T09:13:00.077000+00:00,crypto_spot,TEL/USD,676,676,2026-09-03T09:47:47.630000+00:00,2026-09-06T09:13:00.077000+00:00,257112.447,9.465119360790807,11.540696270916335,29.248318221702327,65.38227086940732,84.13029085326036,266.34661654394006,9.073,130.647,1003.1208000000004,1488.8356999999996,2718.33094,5.8139534883728645,1.0,0.9497041420118343,1e-06,1e-06,128
crypto_spot; archived observations; 2026-09-03T09:52:15.012000+00:00 to 2026-09-06T08:50:54.315000+00:00,crypto_spot,TGBP/USD,378,378,2026-09-03T09:52:15.012000+00:00,2026-09-06T08:50:54.315000+00:00,255519.303,5.325625046809086,0.5172369203714832,0.9634482564888502,2.0729369768478763,3.03445847396672,40.03049217310418,32.889,198.828,1744.9306000000004,2602.734799999999,5566.001440000005,0.0,,,1e-05,1e-05,304
crypto_spot; archived observations; 2026-09-03T09:13:53.123000+00:00 to 2026-09-06T09:13:19.244000+00:00,crypto_spot,TIA/USD,4417,4417,2026-09-03T09:13:53.123000+00:00,2026-09-06T09:13:19.244000+00:00,259166.121,61.355241721582885,2.744613695622039,5.505092210293916,10.32151783799048,11.03570708433931,18.082104585360128,6.834,33.650999999999996,138.91750000000002,200.41649999999998,355.8919500000003,2.7240533914476845,1.0,0.9261942494906045,0.0001,0.0001,444
crypto_spot; archived observations; 2026-09-03T09:31:39.063000+00:00 to 2026-09-03T17:54:51.425000+00:00,crypto_spot,TLM/USD,20,20,2026-09-03T09:31:39.063000+00:00,2026-09-03T17:54:51.425000+00:00,30192.362,2.384709086357669,35.07541213609269,42.105263157894235,51.62880070778261,69.68208194679644,70.35390581108017,6.2348,1346.185,3685.6541999999995,4205.893699999996,5549.63474,0.0,,,1e-06,1e-06,22
crypto_spot; archived observations; 2026-09-03T18:18:10.483000+00:00 to 2026-09-06T07:04:41.023000+00:00,crypto_spot,TMX/USD,129,129,2026-09-03T18:18:10.483000+00:00,2026-09-06T07:04:41.023000+00:00,218790.54,2.1225780602762807,179.83923615685055,842.1384639646747,1321.2921410911194,1479.8723044116946,1666.2826378369693,13.5858,466.7655,4630.2026,6944.08705,11580.200980000001,0.0,,,1e-05,1e-05,181
crypto_spot; archived observations; 2026-09-03T09:15:53.837000+00:00 to 2026-09-06T09:08:28.269000+00:00,crypto_spot,TNSR/USD,140,140,2026-09-03T09:15:53.837000+00:00,2026-09-06T09:08:28.269000+00:00,258754.432,1.9477927241841406,27.35978112175181,54.64480874317096,57.323057668874746,58.994927450748364,82.53094910591327,21.631400000000003,635.472,3496.305,4843.369899999999,9674.763480000009,0.0,,,0.0001,0.0001,27
crypto_spot; archived observations; 2026-09-03T09:19:44.438000+00:00 to 2026-09-06T09:13:35.662000+00:00,crypto_spot,TON/USD,3248,3248,2026-09-03T09:19:44.438000+00:00,2026-09-06T09:13:35.662000+00:00,258831.224,45.17538424962206,7.015082427217747,7.339449541283595,14.709128684586434,14.99250374812595,28.668055178986624,8.6602,47.329,193.39340000000013,256.9546999999999,427.74914,0.0,,,0.001,0.001,119
crypto_spot; archived observations; 2026-09-03T10:11:16.046000+00:00 to 2026-09-06T09:02:40.793000+00:00,crypto_spot,TON/USDC,347,347,2026-09-03T10:11:16.046000+00:00,2026-09-06T09:02:40.793000+00:00,255084.747,4.897195989535195,14.425852926213429,21.19392440833708,44.079034094961116,58.394160583941655,108.22085468699595,56.965500000000006,497.404,1799.7295,2159.4477500000003,3669.8690000000056,0.0,,,0.001,0.001,103
crypto_spot; archived observations; 2026-09-05T08:12:20.633000+00:00 to 2026-09-06T01:21:54.698000+00:00,crypto_spot,TON/USDT,14,14,2026-09-05T08:12:20.633000+00:00,2026-09-06T01:21:54.698000+00:00,61774.065,0.8158763714189765,100.99042658119357,137.10257900960625,219.97991999235342,237.08885341072323,244.67032439824266,14.6054,2660.13,12382.145400000001,14446.994599999995,16139.838919999997,0.0,,,0.001,0.001,21
crypto_spot; archived observations; 2026-09-03T09:38:11.616000+00:00 to 2026-09-06T08:17:03.757000+00:00,crypto_spot,TOSHI/USD,534,534,2026-09-03T09:38:11.616000+00:00,2026-09-06T08:17:03.757000+00:00,254332.141,7.558619970096505,8.53315651558546,25.11511092507273,49.34210526315798,66.73492590940832,149.44917469691487,10.918000000000001,185.488,1330.0414000000003,1946.4178,2937.7504799999924,0.0,,,1e-07,1e-07,87
crypto_spot; archived observations; 2026-09-03T09:34:10.061000+00:00 to 2026-09-06T09:02:31.757000+00:00,crypto_spot,TRAC/USD,766,766,2026-09-03T09:34:10.061000+00:00,2026-09-06T09:02:31.757000+00:00,257301.696,10.717379803046459,31.11898987574873,55.76210319021799,111.64663640487157,135.17953382334105,236.57449111691787,10.864800000000002,108.47,902.9418000000001,1358.799199999999,2514.4918800000073,2.968240095293484,1.0,0.9947780678851175,0.0001,0.0001,274
crypto_spot; archived observations; 2026-09-03T09:16:10.191000+00:00 to 2026-09-06T08:49:10.744000+00:00,crypto_spot,TREE/USD,325,325,2026-09-03T09:16:10.191000+00:00,2026-09-06T08:49:10.744000+00:00,257580.553,4.542268375361396,24.067388688326332,47.84688995215282,49.5049504950492,71.44584087988164,73.67097846802642,48.0799,442.698,1831.2213999999997,2852.4108499999984,4874.943969999989,0.0,,,0.0001,0.0001,33
crypto_spot; archived observations; 2026-09-03T09:15:33.628000+00:00 to 2026-09-06T09:13:02.531000+00:00,crypto_spot,TRIA/USD,3798,3798,2026-09-03T09:15:33.628000+00:00,2026-09-06T09:13:02.531000+00:00,259048.903,52.78076780738191,19.743336623888634,40.08016032064139,61.287027579163464,74.68987146817511,106.74421990331753,5.5040000000000004,23.772,156.0278,255.24919999999995,673.0509599999998,0.0,,,1e-05,1e-05,214
crypto_spot; archived observations; 2026-09-03T09:16:02.758000+00:00 to 2026-09-06T09:12:56.773000+00:00,crypto_spot,TRUMP/USD,5723,5723,2026-09-03T09:16:02.758000+00:00,2026-09-06T09:12:56.773000+00:00,259014.015,79.54318610906054,4.2007981516483515,8.40336134453689,12.58125393164233,13.028185189293454,22.50979672320765,5.9032,23.643,103.20820000000016,158.09424999999996,305.88546,4.196391103650399,1.0,0.9093132972217368,0.001,0.001,307
crypto_spot; archived observations; 2026-09-03T09:16:32.456000+00:00 to 2026-09-06T09:09:06.504000+00:00,crypto_spot,TRUMP/USDC,1675,1675,2026-09-03T09:16:32.456000+00:00,2026-09-06T09:09:06.504000+00:00,258754.048,23.303983248215694,4.472902991249627,8.865248226951346,16.625103906899437,20.31367718331524,46.16132167152611,9.253400000000001,72.375,396.65970000000016,572.5119499999998,1110.8239099999996,0.0,,,0.001,0.001,287
crypto_spot; archived observations; 2026-09-03T09:54:32.390000+00:00 to 2026-09-06T08:29:04.458000+00:00,crypto_spot,TRUMP/USDT,334,334,2026-09-03T09:54:32.390000+00:00,2026-09-06T08:29:04.458000+00:00,254072.068,4.732515500287107,8.807856966888579,16.810254997333125,39.62587907072038,50.785095886065115,295.28556118422995,10.882600000000004,310.881,2161.8114,3020.321799999999,5069.645120000005,0.0,,,0.001,0.001,216
crypto_spot; archived observations; 2026-09-03T09:19:04.331000+00:00 to 2026-09-06T08:57:26.785000+00:00,crypto_spot,TRUST/USD,568,568,2026-09-03T09:19:04.331000+00:00,2026-09-06T08:57:26.785000+00:00,257902.454,7.928579074319316,14.742196270529785,23.25581413954649,46.361050567341834,57.426820283224096,88.56058677902257,6.869400000000001,103.299,1101.3062000000007,1940.1215999999981,4026.9022600000244,0.0,,,1e-05,1e-05,366
crypto_spot; archived observations; 2026-09-03T09:13:53.016000+00:00 to 2026-09-06T09:13:36.022000+00:00,crypto_spot,TRX/USD,7774,7774,2026-09-03T09:13:53.016000+00:00,2026-09-06T09:13:36.022000+00:00,259183.006,107.9793016985072,0.030133324896868867,0.6650292856150286,1.885264135550153,2.292272253640261,4.130604782010436,6.6462,22.668,73.3682,98.39199999999994,156.15543999999971,0.48124718091280866,0.6658091072806792,0.5885001286339079,1e-06,1e-06,5349
crypto_spot; archived observations; 2026-09-03T10:15:23.522000+00:00 to 2026-09-06T08:46:58.586000+00:00,crypto_spot,TURBO/USD,602,602,2026-09-03T10:15:23.522000+00:00,2026-09-06T08:46:58.586000+00:00,253895.064,8.535809896642968,9.89609104403677,19.80198019802028,31.126816865245825,41.8410041841003,60.78417623691672,24.455,221.854,1101.105,1514.153,2465.703,0.0,,,1e-06,1e-06,98
crypto_spot; archived observations; 2026-09-03T09:14:14.145000+00:00 to 2026-09-06T09:06:36.713000+00:00,crypto_spot,TX/USD,543,543,2026-09-03T09:14:14.145000+00:00,2026-09-06T09:06:36.713000+00:00,258742.568,7.554999608723061,44.543429844098114,134.2281879194615,387.44823980960575,546.1997362526939,893.2038834951462,11.3054,132.893,1231.5173000000011,1935.9614499999936,5212.334710000004,0.0,,,1e-05,1e-05,60
crypto_spot; archived observations; 2026-09-03T09:13:44.055000+00:00 to 2026-09-06T09:13:36.630000+00:00,crypto_spot,UAI/USD,13602,13602,2026-09-03T09:13:44.055000+00:00,2026-09-06T09:13:36.630000+00:00,259192.575,188.92207849704027,12.19602126166759,29.58360738809361,63.75657564104048,81.69230044227503,124.58050336640493,4.926,10.314,42.267,60.899,124.811,30.370349540227366,0.8382590795471254,0.48081164534627263,1e-05,1e-05,15012
crypto_spot; archived observations; 2026-09-03T09:14:23.120000+00:00 to 2026-09-04T18:15:32.681000+00:00,crypto_spot,UFD/USD,96,96,2026-09-03T09:14:23.120000+00:00,2026-09-04T18:15:32.681000+00:00,118869.561,2.9073885449951313,37.071362372567286,118.93068466670364,399.39413265306064,492.58581433553235,677.7438684543051,15.892600000000002,373.433,3325.990600000001,4818.843999999999,9954.402220000005,9.389671361501966,1.0,1.0,1e-05,1e-05,75
crypto_spot; archived observations; 2026-09-03T18:18:10.483000+00:00 to 2026-09-04T15:22:52.789000+00:00,crypto_spot,UMA/USD,45,45,2026-09-03T18:18:10.483000+00:00,2026-09-04T15:22:52.789000+00:00,75882.306,2.134885041580049,26.490066225165585,27.137042062415222,69.1110468416938,79.59706747646146,80.01294224523073,42.7617,687.4025,4910.701100000001,5468.616350000001,12722.473060000004,0.0,,,0.001,0.001,14
crypto_spot; archived observations; 2026-09-03T09:13:51.584000+00:00 to 2026-09-06T09:13:02.651000+00:00,crypto_spot,UNI/USD,11461,11461,2026-09-03T09:13:51.584000+00:00,2026-09-06T09:13:02.651000+00:00,259151.067,159.21061208673316,2.7596730599085912,7.093215414914925,12.638483381993124,14.828488855937074,20.99741108377717,5.1028,13.808,49.784600000000005,69.77324999999999,129.41489999999996,10.87483954567031,0.6724544106098944,0.17581362882819998,0.0001,0.0001,8293
crypto_spot; archived observations; 2026-09-04T19:27:07.335000+00:00 to 2026-09-05T05:43:55.154000+00:00,crypto_spot,UNITAS/USD,12,12,2026-09-04T19:27:07.335000+00:00,2026-09-05T05:43:55.154000+00:00,37007.819,1.1673208842704292,1574.1352703556674,1575.1519991518092,1587.7041703912464,5566.846156813384,9457.468420096802,776.183,2523.3,6764.27,7423.588,7951.0424,0.0,,,1e-05,1e-05,14
crypto_spot; archived observations; 2026-09-04T19:27:07.333000+00:00 to 2026-09-05T03:29:12.246000+00:00,crypto_spot,UNITAS/USDT,9,9,2026-09-04T19:27:07.333000+00:00,2026-09-05T03:29:12.246000+00:00,28924.913,1.1201416578158765,554.4972062028352,802.6394721055791,885.9611492444063,894.3523711683501,901.0653487075053,1154.1409,3434.267,6269.0919,6689.9644499999995,7026.66249,0.0,,,1e-05,0.001,10
crypto_spot; archived observations; 2026-09-03T09:51:39.560000+00:00 to 2026-09-06T08:49:34.619000+00:00,crypto_spot,US/USD,342,342,2026-09-03T09:51:39.560000+00:00,2026-09-06T08:49:34.619000+00:00,255475.059,4.819257131475992,23.66729928536931,36.77600411753056,62.320905810008995,84.84589532946377,215.03360990352306,26.419,344.672,1768.898,2741.992,6637.032000000025,0.0,,,1e-05,1e-05,187
crypto_spot; archived observations; 2026-09-03T09:13:45.358000+00:00 to 2026-09-06T09:13:09.675000+00:00,crypto_spot,USDC/USD,21190,21190,2026-09-03T09:13:45.358000+00:00,2026-09-06T09:13:09.675000+00:00,259164.317,294.34607697169974,1.000050002500015,1.0001500225032653,1.0001500225032653,1.0001500225032653,1.0001500225032653,4.485,8.507,24.3288,32.676799999999965,54.64255999999993,1.0001000100008899,1.0,0.8937234544596507,0.0001,0.0001,5
crypto_spot; archived observations; 2026-09-03T09:13:51.966000+00:00 to 2026-09-06T09:13:35.790000+00:00,crypto_spot,USDC/USDT,10729,10729,2026-09-03T09:13:51.966000+00:00,2026-09-06T09:13:35.790000+00:00,259183.824,149.02318903976044,0.9997500624842689,1.0001500225032653,1.0002500625155186,1.0003501225427798,2.000400080015783,5.0267,12.061499999999999,58.38760000000001,81.53709999999994,150.5723699999998,0.9999999999998899,1.0,0.7929909590828595,0.0001,0.0001,10
crypto_spot; archived observations; 2026-09-03T10:45:07.885000+00:00 to 2026-09-05T03:15:28.637000+00:00,crypto_spot,USDE/USD,48,48,2026-09-03T10:45:07.885000+00:00,2026-09-05T03:15:28.637000+00:00,145820.752,1.1850165194594524,1.0001500225032653,1.0004502126051236,2.0007202761129617,2.650837796993115,3.000750187546556,71.89880000000001,1319.348,7194.243399999999,14730.150799999989,21082.388859999992,0.0,,,0.0001,0.0001,7
crypto_spot; archived observations; 2026-09-03T11:10:50.900000+00:00 to 2026-09-05T03:15:28.637000+00:00,crypto_spot,USDE/USDC,16,16,2026-09-03T11:10:50.900000+00:00,2026-09-05T03:15:28.637000+00:00,144277.737,0.3992299934673913,0.999950002499765,1.0002000625213974,2.0005001700648055,2.250787786982512,2.850757707433747,494.99700000000007,1435.983,12505.6466,36373.753599999916,80506.50351999995,0.0,,,0.0001,0.0001,7
crypto_spot; archived observations; 2026-09-03T18:18:10.437000+00:00 to 2026-09-04T11:45:13.880000+00:00,crypto_spot,USDE/USDT,9,9,2026-09-03T18:18:10.437000+00:00,2026-09-04T11:45:13.880000+00:00,62823.443,0.5157310464502877,1.0001500225032653,1.9999999999997797,2.0002000200017798,2.0002000200017798,2.0002000200017798,994.7293,3248.5275,20828.322799999998,26943.38489999999,31835.434579999994,0.0,,,0.0001,0.0001,4
crypto_spot; archived observations; 2026-09-03T09:16:38.008000+00:00 to 2026-09-06T09:10:38.782000+00:00,crypto_spot,USDG/USD,1950,1950,2026-09-03T09:16:38.008000+00:00,2026-09-06T09:10:38.782000+00:00,258840.774,27.120920292102046,0.999950002499765,1.000050002500015,1.000050002500015,1.99980001999778,1.9999999999997797,20.0214,112.199,280.4466,345.44779999999963,480.38888000000003,0.0,,,0.0001,0.0001,5
