population,asset_class,symbol,horizon_min,valid_origins,potential_row_offset_origins,origins_rejected_for_gaps,signed_endpoint_bps_p10,signed_endpoint_bps_p50,signed_endpoint_bps_p90,signed_endpoint_bps_p99,absolute_endpoint_bps_p10,absolute_endpoint_bps_p50,absolute_endpoint_bps_p90,absolute_endpoint_bps_p99,future_up_excursion_bps_p10,future_up_excursion_bps_p50,future_up_excursion_bps_p90,future_up_excursion_bps_p99,future_down_excursion_bps_p10,future_down_excursion_bps_p50,future_down_excursion_bps_p90,future_down_excursion_bps_p99
crypto_spot; 0G/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,0G/USD,5,196,1817,1621,-241.93548387096752,0.0,212.80063749637645,408.2469053195053,0.0,106.38297872340496,300.8702391139378,408.2469053195053,-40.32258064516125,81.30081300812941,267.4102674102674,530.6039488966335,0.0,81.63265306122436,308.3700440528636,403.5874439461884
crypto_spot; COMP/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,COMP/USD,240,0,154,154,,,,,,,,,,,,,,,,
crypto_spot; COQ/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,COQ/USD,5,2,72,70,-899.9999999999998,-499.9999999999999,-99.99999999999996,-10.000000000000007,99.99999999999999,499.9999999999999,899.9999999999998,989.9999999999998,111.11111111111116,555.5555555555558,1000.0000000000005,1100.0000000000005,99.99999999999999,499.9999999999999,899.9999999999998,989.9999999999998
crypto_spot; COQ/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,COQ/USD,15,0,62,62,,,,,,,,,,,,,,,,
crypto_spot; COQ/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,COQ/USD,60,0,17,17,,,,,,,,,,,,,,,,
crypto_spot; COQ/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,COQ/USD,240,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; COTI/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,COTI/USD,5,147,1722,1575,-137.78434009707064,0.0,130.41917360425438,216.7909378958851,7.486031678011208,54.5702592087316,172.0323157562662,278.8713639004411,-6.740030959823562,51.19453924914863,225.3402119624144,287.035985961612,-2.458512599877052,30.983733539892143,160.33997349058177,382.6357505819506
crypto_spot; COTI/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,COTI/USD,15,27,1712,1685,-96.38143094942909,93.10986964618407,228.90637728290523,288.2628979364912,15.50450140064541,112.07970112079747,228.90637728290523,288.2628979364912,45.8808923868701,263.46604215456534,445.4014843993943,500.56100902461316,13.746041178070325,62.07324643078827,140.95937979488048,176.7931059868365
crypto_spot; COTI/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,COTI/USD,60,0,1667,1667,,,,,,,,,,,,,,,,
crypto_spot; COTI/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,COTI/USD,240,0,1487,1487,,,,,,,,,,,,,,,,
crypto_spot; COW/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,COW/USD,5,0,41,41,,,,,,,,,,,,,,,,
crypto_spot; COW/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,COW/USD,15,0,31,31,,,,,,,,,,,,,,,,
crypto_spot; COW/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,COW/USD,60,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; COW/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,COW/USD,240,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; CPOOL/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,CPOOL/USD,5,8,642,634,-24.771279107880346,0.0,41.89499444625388,45.621724508564114,0.0,12.740844146035823,53.415780386651505,68.91372738276264,-3.0272452068615943,5.08130081300795,59.71997228892477,88.45672227980977,-20.39472656148167,0.0,35.512967087419234,67.12344605283941
crypto_spot; CPOOL/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,CPOOL/USD,15,0,632,632,,,,,,,,,,,,,,,,
crypto_spot; CPOOL/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,CPOOL/USD,60,0,587,587,,,,,,,,,,,,,,,,
crypto_spot; CPOOL/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,CPOOL/USD,240,0,407,407,,,,,,,,,,,,,,,,
crypto_spot; CRO/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,CRO/USD,5,26,1107,1081,-55.721213251735406,-1.8129422251195182,14.91705301960522,31.588447653430052,0.0,17.452026116270837,55.721213251735406,212.90819290926106,0.0,14.31075989182573,48.02973965010837,59.433557643721045,0.8748906386696342,14.941751032563344,63.805096117816596,272.59677422414
crypto_spot; CRO/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,CRO/USD,15,0,1097,1097,,,,,,,,,,,,,,,,
crypto_spot; CRO/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,CRO/USD,60,0,1052,1052,,,,,,,,,,,,,,,,
crypto_spot; CRO/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,CRO/USD,240,0,872,872,,,,,,,,,,,,,,,,
crypto_spot; CRO/USDC; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,CRO/USDC,5,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; CRO/USDC; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,CRO/USDC,15,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; CRO/USDC; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,CRO/USDC,60,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; CRO/USDC; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,CRO/USDC,240,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; CRO/USDT; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,CRO/USDT,5,0,12,12,,,,,,,,,,,,,,,,
crypto_spot; CRO/USDT; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,CRO/USDT,15,0,2,2,,,,,,,,,,,,,,,,
crypto_spot; CRO/USDT; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,CRO/USDT,60,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; CRO/USDT; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,CRO/USDT,240,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; CRV/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,CRV/USD,5,1573,5075,3502,-57.47330086697277,0.5433158566736651,63.2100433308884,142.2321551324104,4.2950754226067644,27.020454484044663,86.14008269557247,155.2464529789485,-3.754254806054291,24.260844064092346,87.81546758830937,184.67681237879893,-4.55806013716131,19.807353140686157,74.36671833300721,155.65136202007812
crypto_spot; CRV/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,CRV/USD,15,459,5065,4606,-119.4111197056784,10.890280424720178,119.7244626847671,224.86008698792665,6.738694912177935,46.92484116732176,177.25568906391763,310.5121161221249,3.737257234297964,50.77491559667191,189.11856268471092,432.903412144222,-0.8076341807545795,32.81049935979552,161.2919772322039,287.0909874056002
crypto_spot; CRV/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,CRV/USD,60,50,5020,4970,102.22095767886952,165.26390601854013,432.57877671372955,642.9381090055998,102.22095767886952,165.26390601854013,432.57877671372955,642.9381090055998,242.7364028262602,302.60918677496807,571.8538486231486,656.6296349520854,-10.981931129291578,23.704142767284054,96.05342845210718,137.88095464675672
crypto_spot; CRV/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,CRV/USD,240,0,4840,4840,,,,,,,,,,,,,,,,
crypto_spot; CSPR/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,CSPR/USD,5,57,1307,1250,-149.27187134230553,0.0,316.1061343132938,579.5186416648459,0.0,49.572210186170636,318.46018760551823,579.5186416648459,0.0,49.52015355086159,445.89464039981937,800.314131149676,-0.5590496156537831,8.80079589806515,290.5575441785743,419.5120298040274
crypto_spot; CSPR/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,CSPR/USD,15,0,1297,1297,,,,,,,,,,,,,,,,
crypto_spot; CSPR/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,CSPR/USD,60,0,1252,1252,,,,,,,,,,,,,,,,
crypto_spot; CSPR/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,CSPR/USD,240,0,1072,1072,,,,,,,,,,,,,,,,
crypto_spot; CTR/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,CTR/USD,5,0,34,34,,,,,,,,,,,,,,,,
crypto_spot; CTR/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,CTR/USD,15,0,24,24,,,,,,,,,,,,,,,,
crypto_spot; CTR/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,CTR/USD,60,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; CTR/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,CTR/USD,240,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; CTSI/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,CTSI/USD,5,0,71,71,,,,,,,,,,,,,,,,
crypto_spot; CTSI/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,CTSI/USD,15,0,61,61,,,,,,,,,,,,,,,,
crypto_spot; CTSI/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,CTSI/USD,60,0,16,16,,,,,,,,,,,,,,,,
crypto_spot; CTSI/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,CTSI/USD,240,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; CVC/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,CVC/USD,5,0,46,46,,,,,,,,,,,,,,,,
crypto_spot; CVC/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,CVC/USD,15,0,36,36,,,,,,,,,,,,,,,,
crypto_spot; CVC/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,CVC/USD,60,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; CVC/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,CVC/USD,240,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; CVX/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,CVX/USD,5,59,2108,2049,-85.64768147042945,-8.60585197934527,67.81623982043918,146.12080151113025,4.426043718358308,38.69303525365409,99.47350327669005,159.43890965712907,-8.160914288245502,22.522522522521182,100.76475477971827,452.0817857992476,-4.074014938054926,29.838022165388224,109.2896174863378,164.57326892109447
crypto_spot; CVX/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,CVX/USD,15,0,2098,2098,,,,,,,,,,,,,,,,
crypto_spot; CVX/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,CVX/USD,60,0,2053,2053,,,,,,,,,,,,,,,,
crypto_spot; CVX/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,CVX/USD,240,0,1873,1873,,,,,,,,,,,,,,,,
crypto_spot; CXT/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,CXT/USD,5,0,39,39,,,,,,,,,,,,,,,,
crypto_spot; CXT/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,CXT/USD,15,0,29,29,,,,,,,,,,,,,,,,
crypto_spot; CXT/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,CXT/USD,60,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; CXT/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,CXT/USD,240,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; DAG/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,DAG/USD,5,0,291,291,,,,,,,,,,,,,,,,
crypto_spot; DAG/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,DAG/USD,15,0,281,281,,,,,,,,,,,,,,,,
crypto_spot; DAG/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,DAG/USD,60,0,236,236,,,,,,,,,,,,,,,,
crypto_spot; DAG/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,DAG/USD,240,0,56,56,,,,,,,,,,,,,,,,
crypto_spot; DAI/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,DAI/USD,5,0,485,485,,,,,,,,,,,,,,,,
crypto_spot; DAI/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,DAI/USD,15,0,475,475,,,,,,,,,,,,,,,,
crypto_spot; DAI/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,DAI/USD,60,0,430,430,,,,,,,,,,,,,,,,
crypto_spot; DAI/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,DAI/USD,240,0,250,250,,,,,,,,,,,,,,,,
crypto_spot; DAI/USDT; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,DAI/USDT,5,0,69,69,,,,,,,,,,,,,,,,
crypto_spot; DAI/USDT; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,DAI/USDT,15,0,59,59,,,,,,,,,,,,,,,,
crypto_spot; DAI/USDT; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,DAI/USDT,60,0,14,14,,,,,,,,,,,,,,,,
crypto_spot; DAI/USDT; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,DAI/USDT,240,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; DASH/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,DASH/USD,5,2211,4780,2569,-85.29592948869791,10.963309457681092,116.29524041302908,246.57700879710072,8.392279103224265,45.82841361644219,144.83708122992266,302.33743696906686,0.0,49.17919235298163,155.98681801537896,302.5409370675073,-7.922302749330257,36.965761674673246,137.04693365682473,362.53052920203356
crypto_spot; DASH/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,DASH/USD,15,1419,4770,3351,-169.23229821132634,50.86177459068031,242.8901286438432,519.9025957458982,21.652960191573367,103.21761344339153,301.16889854789576,527.5005194064895,20.112963452414427,123.8616935905923,311.2389941149287,637.5687192135399,-0.8558189004204131,71.85366533309367,288.5884136039539,689.4809227039063
crypto_spot; DASH/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,DASH/USD,60,605,4725,4120,-277.65406148843243,252.26039783001974,605.7000501617048,1211.00337257084,72.1673043183202,319.5972285790938,613.5001629477254,1211.00337257084,75.50461245021589,404.90324570194855,730.288088966324,1334.4443993558882,3.9812221340187577,101.27953150695923,486.55379624460363,675.433441375951
crypto_spot; DASH/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,DASH/USD,240,48,4545,4497,1236.8563419076058,1457.0231797742404,1543.0444711290133,1612.3501811312206,1236.8563419076058,1457.0231797742404,1543.0444711290133,1612.3501811312206,1365.511913902107,1551.0071705245855,1665.9740324107881,1690.692136223611,-6.230795252493369,27.283127551667732,131.04572480889206,188.59427148111956
crypto_spot; DCR/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,DCR/USD,5,341,2210,1869,-59.187516814636076,8.189529102078374,154.42475354721097,595.0369022054074,1.3314692763466418,29.062257814518322,183.18163604098768,656.1132389873471,0.0,21.743704846741707,177.63607378729284,623.8132020979173,0.0,3.54760891159267,67.04522131764423,219.32621850521335
crypto_spot; DCR/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,DCR/USD,15,30,2200,2170,12.594899204585674,604.9831291083042,926.7926372623656,1043.0072689813728,13.221758526469563,604.9831291083042,926.7926372623656,1043.0072689813728,13.221758526469563,696.6595347510074,950.3128978203557,1053.3549325039119,-4.365656024825526,0.0,36.14599014441296,229.09237189835065
crypto_spot; DCR/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,DCR/USD,60,0,2155,2155,,,,,,,,,,,,,,,,
crypto_spot; DCR/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,DCR/USD,240,0,1975,1975,,,,,,,,,,,,,,,,
crypto_spot; DEEP/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,DEEP/USD,5,11,737,726,-130.19218846869074,-43.96984924623148,82.12255211623275,167.20279148922606,18.879798615483168,50.31446540880502,176.6561514195586,184.43522601286233,0.0,31.4663310258001,220.8201892744488,232.44209473287603,6.30119722747291,62.932662051606854,167.3899566026038,200.18556761825891
crypto_spot; DEEP/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,DEEP/USD,15,1,727,726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.8201892744488,220.8201892744488,220.8201892744488,220.8201892744488,44.1640378548902,44.1640378548902,44.1640378548902,44.1640378548902
crypto_spot; DEEP/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,DEEP/USD,60,0,682,682,,,,,,,,,,,,,,,,
crypto_spot; DEEP/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,DEEP/USD,240,0,502,502,,,,,,,,,,,,,,,,
crypto_spot; DEGEN/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,DEGEN/USD,5,0,102,102,,,,,,,,,,,,,,,,
crypto_spot; DEGEN/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,DEGEN/USD,15,0,92,92,,,,,,,,,,,,,,,,
crypto_spot; DEGEN/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,DEGEN/USD,60,0,47,47,,,,,,,,,,,,,,,,
crypto_spot; DEGEN/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,DEGEN/USD,240,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; DENT/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,DENT/USD,5,15,725,710,-657.1930148757281,52.21932114882533,519.4884910485941,727.5462478184996,102.13852646620892,329.1139240506324,829.2123667214439,1151.7746566575574,79.82999168437611,422.1635883905006,1527.5517321553127,1872.6115076123783,-91.53374136166592,92.34828496042292,816.4090453699731,1177.322101913032
crypto_spot; DENT/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,DENT/USD,15,0,715,715,,,,,,,,,,,,,,,,
crypto_spot; DENT/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,DENT/USD,60,0,670,670,,,,,,,,,,,,,,,,
crypto_spot; DENT/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,DENT/USD,240,0,490,490,,,,,,,,,,,,,,,,
crypto_spot; DGAI/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,DGAI/USD,5,2663,5570,2907,-45.585159316582356,0.9101192256188995,51.73525542427186,179.54994622146924,2.4981763352696085,18.439003004397936,77.51499508353034,190.9007089922018,-1.4473433143442633,15.99344908325584,74.16996845670988,206.10758047686033,-1.25352729221806,14.711967265873538,67.90416937597593,165.90141180707187
crypto_spot; DGAI/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,DGAI/USD,15,1367,5560,4193,-82.6447764796845,2.4192726902305672,105.16467728136548,377.210292120102,5.418625410584577,35.52800665205247,152.82469449945478,377.210292120102,3.6939314480597396,35.96753961549348,157.33792999565077,428.78322631989624,1.875173350917247,32.762129026479016,135.3003567430533,269.9689647042704
crypto_spot; DGAI/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,DGAI/USD,60,210,5515,5305,-196.998507466555,119.20831753748917,745.2640549863461,992.2838351597561,66.05023793593458,200.4656209166422,745.2640549863461,992.2838351597561,14.343829475151676,245.83041366695426,1026.0690191471906,1182.0486508239294,11.924767328531763,100.79464370166713,254.25090325720834,274.031684229314
crypto_spot; DGAI/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,DGAI/USD,240,0,5335,5335,,,,,,,,,,,,,,,,
crypto_spot; DOG/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,DOG/USD,5,53,1715,1662,-141.50867990508377,-7.782101167314037,161.45384983261658,261.89082597649184,9.661848265711372,55.73248407643394,187.07009342722165,273.5070448014289,0.0,50.08347245408995,235.08331521687035,392.79481928690785,-8.2893998727398,66.83375104427736,233.87387387387386,475.0435972974502
crypto_spot; DOG/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,DOG/USD,15,6,1705,1699,154.47154471544766,246.4558312993226,297.5206611570247,297.5206611570247,154.47154471544766,246.4558312993226,297.5206611570247,297.5206611570247,162.60162601626104,267.0252999742284,330.5785123966953,330.5785123966953,-24.738927389817977,0.0,4.095004095004406,7.7805077805083735
crypto_spot; DOG/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,DOG/USD,60,0,1660,1660,,,,,,,,,,,,,,,,
crypto_spot; DOG/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,DOG/USD,240,0,1480,1480,,,,,,,,,,,,,,,,
crypto_spot; DOGE/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,DOGE/USD,5,4822,7027,2205,-22.483277830251946,0.16798188352762367,24.16032824355474,70.67132075604489,1.8909403480977804,10.767303368010017,33.38415697598388,88.5161679278373,-0.9589771919080724,8.953953700950867,32.850957751867675,82.59341682002344,-1.4737983292643084,8.663690558035618,32.332578963051645,76.02956040276119
crypto_spot; DOGE/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,DOGE/USD,15,2936,7017,4081,-41.49477971232884,-1.3337165034565945,45.67350026569051,160.81164313819932,3.940308592307318,19.597254112063702,61.72010733600464,190.84140516587368,1.5547746740085522,19.410707546991812,67.32611599311267,218.31924892739778,0.9178573761958742,19.558408000342475,66.21352357051968,139.99160174420658
crypto_spot; DOGE/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,DOGE/USD,60,1024,6972,5948,-114.2874705252924,10.305794939045043,211.15300614668024,552.0116040611323,9.216233672008634,59.17767912723304,235.9787662201042,552.0116040611323,5.9728476881437675,53.26884148795452,257.9939069681245,726.7910383862994,4.841637998446947,52.23047805592296,162.94275384417327,245.8478275738623
crypto_spot; DOGE/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,DOGE/USD,240,8,6792,6784,578.7900711617411,600.0744337334119,668.6697343955245,670.7966109458711,578.7900711617411,600.0744337334119,668.6697343955245,670.7966109458711,646.0124464715938,663.0378022346672,723.3742874686155,723.591736835877,-5.565145665424209,2.29390819199371,14.43374955917609,15.10411778396824
crypto_spot; DOGE/USDC; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,DOGE/USDC,5,228,2220,1992,-45.658280044653665,7.712750708253058,75.47853493351882,371.0918907262083,7.630340330641806,32.96110614450121,103.17710340078612,371.0918907262083,-1.4792108898626892,28.878137036297822,100.43548616835366,432.6049438260871,-8.804669523584385,19.15937043686977,80.42462432604759,153.6732821599699
crypto_spot; DOGE/USDC; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,DOGE/USDC,15,72,2210,2138,-100.66592827644727,-2.812529355173954,148.69453225617568,488.7985063070709,9.331780407719204,59.31577813785838,156.5766527343548,488.7985063070709,5.018494965924882,59.78210985853383,245.00684180869433,623.6580352816518,-5.492591836140369,60.72623759131146,143.37581333964644,182.96066176258543
crypto_spot; DOGE/USDC; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,DOGE/USDC,60,0,2165,2165,,,,,,,,,,,,,,,,
crypto_spot; DOGE/USDC; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,DOGE/USDC,240,0,1985,1985,,,,,,,,,,,,,,,,
crypto_spot; DOGE/USDT; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,DOGE/USDT,5,249,2685,2436,-52.45831192367589,12.126557160181406,74.7764638583437,272.0079660686398,7.913109796391815,33.4075723830729,92.8677753201939,342.69807805031854,-3.5861980623208547,32.084335968831645,89.79531271464677,375.1587242355229,-8.602528252520614,18.225310399818675,80.24968718505556,305.06848539352814
